id,date,country,store,product,num_sold
4052,15/02/2010,Canada,Discount Stickers,Kaggle Tiers,5630.0
4142,16/02/2010,Canada,Discount Stickers,Kaggle Tiers,5520.0
4232,17/02/2010,Canada,Discount Stickers,Kaggle Tiers,5340.0
4322,18/02/2010,Canada,Discount Stickers,Kaggle Tiers,5400.0
4412,19/02/2010,Canada,Discount Stickers,Kaggle Tiers,5700.0
4502,20/02/2010,Canada,Discount Stickers,Kaggle Tiers,6190.0
4592,21/02/2010,Canada,Discount Stickers,Kaggle Tiers,6620.0
4682,22/02/2010,Canada,Discount Stickers,Kaggle Tiers,5710.0
4772,23/02/2010,Canada,Discount Stickers,Kaggle Tiers,5520.0
4862,24/02/2010,Canada,Discount Stickers,Kaggle Tiers,5270.0
4952,25/02/2010,Canada,Discount Stickers,Kaggle Tiers,5350.0
5042,26/02/2010,Canada,Discount Stickers,Kaggle Tiers,5770.0
5132,27/02/2010,Canada,Discount Stickers,Kaggle Tiers,6250.0
5222,28/02/2010,Canada,Discount Stickers,Kaggle Tiers,6900.0
5312,01/03/2010,Canada,Discount Stickers,Kaggle Tiers,5590.0
5402,02/03/2010,Canada,Discount Stickers,Kaggle Tiers,6090.0
5492,03/03/2010,Canada,Discount Stickers,Kaggle Tiers,5450.0
5582,04/03/2010,Canada,Discount Stickers,Kaggle Tiers,5350.0
5672,05/03/2010,Canada,Discount Stickers,Kaggle Tiers,5560.0
5762,06/03/2010,Canada,Discount Stickers,Kaggle Tiers,6880.0
5852,07/03/2010,Canada,Discount Stickers,Kaggle Tiers,6560.0
5942,08/03/2010,Canada,Discount Stickers,Kaggle Tiers,5300.0
6032,09/03/2010,Canada,Discount Stickers,Kaggle Tiers,5700.0
6122,10/03/2010,Canada,Discount Stickers,Kaggle Tiers,5510.0
6212,11/03/2010,Canada,Discount Stickers,Kaggle Tiers,6030.0
6302,12/03/2010,Canada,Discount Stickers,Kaggle Tiers,5730.0
6392,13/03/2010,Canada,Discount Stickers,Kaggle Tiers,6170.0
6482,14/03/2010,Canada,Discount Stickers,Kaggle Tiers,6900.0
6572,15/03/2010,Canada,Discount Stickers,Kaggle Tiers,5370.0
6662,16/03/2010,Canada,Discount Stickers,Kaggle Tiers,5250.0
6752,17/03/2010,Canada,Discount Stickers,Kaggle Tiers,5660.0
6842,18/03/2010,Canada,Discount Stickers,Kaggle Tiers,5270.0
6932,19/03/2010,Canada,Discount Stickers,Kaggle Tiers,5670.0
7022,20/03/2010,Canada,Discount Stickers,Kaggle Tiers,6570.0
7112,21/03/2010,Canada,Discount Stickers,Kaggle Tiers,6140.0
7202,22/03/2010,Canada,Discount Stickers,Kaggle Tiers,5110.0
7292,23/03/2010,Canada,Discount Stickers,Kaggle Tiers,5450.0
7382,24/03/2010,Canada,Discount Stickers,Kaggle Tiers,5450.0
7472,25/03/2010,Canada,Discount Stickers,Kaggle Tiers,4940.0
7562,26/03/2010,Canada,Discount Stickers,Kaggle Tiers,5870.0
7652,27/03/2010,Canada,Discount Stickers,Kaggle Tiers,6000.0
7742,28/03/2010,Canada,Discount Stickers,Kaggle Tiers,7370.0
7832,29/03/2010,Canada,Discount Stickers,Kaggle Tiers,5300.0
7922,30/03/2010,Canada,Discount Stickers,Kaggle Tiers,5060.0
8012,31/03/2010,Canada,Discount Stickers,Kaggle Tiers,5400.0
8102,01/04/2010,Canada,Discount Stickers,Kaggle Tiers,5760.0
8192,02/04/2010,Canada,Discount Stickers,Kaggle Tiers,5470.0
8282,03/04/2010,Canada,Discount Stickers,Kaggle Tiers,6010.0
8372,04/04/2010,Canada,Discount Stickers,Kaggle Tiers,7050.0
8462,05/04/2010,Canada,Discount Stickers,Kaggle Tiers,6190.0
8552,06/04/2010,Canada,Discount Stickers,Kaggle Tiers,5470.0
8642,07/04/2010,Canada,Discount Stickers,Kaggle Tiers,5290.0
8732,08/04/2010,Canada,Discount Stickers,Kaggle Tiers,5140.0
8822,09/04/2010,Canada,Discount Stickers,Kaggle Tiers,5420.0
8912,10/04/2010,Canada,Discount Stickers,Kaggle Tiers,6080.0
9002,11/04/2010,Canada,Discount Stickers,Kaggle Tiers,6720.0
9092,12/04/2010,Canada,Discount Stickers,Kaggle Tiers,5380.0
9182,13/04/2010,Canada,Discount Stickers,Kaggle Tiers,5770.0
9272,14/04/2010,Canada,Discount Stickers,Kaggle Tiers,5280.0
9362,15/04/2010,Canada,Discount Stickers,Kaggle Tiers,5210.0
9452,16/04/2010,Canada,Discount Stickers,Kaggle Tiers,5600.0
9542,17/04/2010,Canada,Discount Stickers,Kaggle Tiers,5820.0
9632,18/04/2010,Canada,Discount Stickers,Kaggle Tiers,6800.0
9722,19/04/2010,Canada,Discount Stickers,Kaggle Tiers,5580.0
9812,20/04/2010,Canada,Discount Stickers,Kaggle Tiers,5610.0
9902,21/04/2010,Canada,Discount Stickers,Kaggle Tiers,5420.0
9992,22/04/2010,Canada,Discount Stickers,Kaggle Tiers,5680.0
10082,23/04/2010,Canada,Discount Stickers,Kaggle Tiers,5480.0
10172,24/04/2010,Canada,Discount Stickers,Kaggle Tiers,5890.0
10262,25/04/2010,Canada,Discount Stickers,Kaggle Tiers,6790.0
10352,26/04/2010,Canada,Discount Stickers,Kaggle Tiers,5600.0
10442,27/04/2010,Canada,Discount Stickers,Kaggle Tiers,5460.0
10532,28/04/2010,Canada,Discount Stickers,Kaggle Tiers,5530.0
10622,29/04/2010,Canada,Discount Stickers,Kaggle Tiers,5320.0
10712,30/04/2010,Canada,Discount Stickers,Kaggle Tiers,5820.0
10802,01/05/2010,Canada,Discount Stickers,Kaggle Tiers,6740.0
10892,02/05/2010,Canada,Discount Stickers,Kaggle Tiers,7180.0
10982,03/05/2010,Canada,Discount Stickers,Kaggle Tiers,5350.0
11072,04/05/2010,Canada,Discount Stickers,Kaggle Tiers,5160.0
11162,05/05/2010,Canada,Discount Stickers,Kaggle Tiers,5270.0
11252,06/05/2010,Canada,Discount Stickers,Kaggle Tiers,5190.0
11342,07/05/2010,Canada,Discount Stickers,Kaggle Tiers,5660.0
11432,08/05/2010,Canada,Discount Stickers,Kaggle Tiers,6050.0
11522,09/05/2010,Canada,Discount Stickers,Kaggle Tiers,6280.0
11612,10/05/2010,Canada,Discount Stickers,Kaggle Tiers,5750.0
11702,11/05/2010,Canada,Discount Stickers,Kaggle Tiers,5340.0
11792,12/05/2010,Canada,Discount Stickers,Kaggle Tiers,5200.0
11882,13/05/2010,Canada,Discount Stickers,Kaggle Tiers,5640.0
11972,14/05/2010,Canada,Discount Stickers,Kaggle Tiers,6360.0
12062,15/05/2010,Canada,Discount Stickers,Kaggle Tiers,6060.0
12152,16/05/2010,Canada,Discount Stickers,Kaggle Tiers,6670.0
12242,17/05/2010,Canada,Discount Stickers,Kaggle Tiers,5540.0
12332,18/05/2010,Canada,Discount Stickers,Kaggle Tiers,5620.0
12422,19/05/2010,Canada,Discount Stickers,Kaggle Tiers,5140.0
12512,20/05/2010,Canada,Discount Stickers,Kaggle Tiers,5250.0
12602,21/05/2010,Canada,Discount Stickers,Kaggle Tiers,6270.0
12692,22/05/2010,Canada,Discount Stickers,Kaggle Tiers,6140.0
12782,23/05/2010,Canada,Discount Stickers,Kaggle Tiers,6860.0
12872,24/05/2010,Canada,Discount Stickers,Kaggle Tiers,5280.0
12962,25/05/2010,Canada,Discount Stickers,Kaggle Tiers,5380.0
13052,26/05/2010,Canada,Discount Stickers,Kaggle Tiers,5290.0
13142,27/05/2010,Canada,Discount Stickers,Kaggle Tiers,5940.0
13232,28/05/2010,Canada,Discount Stickers,Kaggle Tiers,5650.0
13322,29/05/2010,Canada,Discount Stickers,Kaggle Tiers,6100.0
13412,30/05/2010,Canada,Discount Stickers,Kaggle Tiers,6820.0
13502,31/05/2010,Canada,Discount Stickers,Kaggle Tiers,5370.0
13592,01/06/2010,Canada,Discount Stickers,Kaggle Tiers,4860.0
13682,02/06/2010,Canada,Discount Stickers,Kaggle Tiers,5290.0
13772,03/06/2010,Canada,Discount Stickers,Kaggle Tiers,5230.0
13862,04/06/2010,Canada,Discount Stickers,Kaggle Tiers,5920.0
13952,05/06/2010,Canada,Discount Stickers,Kaggle Tiers,6300.0
14042,06/06/2010,Canada,Discount Stickers,Kaggle Tiers,6730.0
14132,07/06/2010,Canada,Discount Stickers,Kaggle Tiers,5440.0
14222,08/06/2010,Canada,Discount Stickers,Kaggle Tiers,5710.0
14312,09/06/2010,Canada,Discount Stickers,Kaggle Tiers,5590.0
14402,10/06/2010,Canada,Discount Stickers,Kaggle Tiers,5240.0
14492,11/06/2010,Canada,Discount Stickers,Kaggle Tiers,5660.0
14582,12/06/2010,Canada,Discount Stickers,Kaggle Tiers,6220.0
14672,13/06/2010,Canada,Discount Stickers,Kaggle Tiers,6180.0
14762,14/06/2010,Canada,Discount Stickers,Kaggle Tiers,5090.0
14852,15/06/2010,Canada,Discount Stickers,Kaggle Tiers,5930.0
14942,16/06/2010,Canada,Discount Stickers,Kaggle Tiers,5430.0
15032,17/06/2010,Canada,Discount Stickers,Kaggle Tiers,5490.0
15122,18/06/2010,Canada,Discount Stickers,Kaggle Tiers,5760.0
15212,19/06/2010,Canada,Discount Stickers,Kaggle Tiers,5650.0
15302,20/06/2010,Canada,Discount Stickers,Kaggle Tiers,6290.0
15392,21/06/2010,Canada,Discount Stickers,Kaggle Tiers,5410.0
15482,22/06/2010,Canada,Discount Stickers,Kaggle Tiers,5190.0
15572,23/06/2010,Canada,Discount Stickers,Kaggle Tiers,5630.0
15662,24/06/2010,Canada,Discount Stickers,Kaggle Tiers,5030.0
15752,25/06/2010,Canada,Discount Stickers,Kaggle Tiers,5260.0
15842,26/06/2010,Canada,Discount Stickers,Kaggle Tiers,5780.0
15932,27/06/2010,Canada,Discount Stickers,Kaggle Tiers,6610.0
16022,28/06/2010,Canada,Discount Stickers,Kaggle Tiers,5480.0
16112,29/06/2010,Canada,Discount Stickers,Kaggle Tiers,5520.0
16202,30/06/2010,Canada,Discount Stickers,Kaggle Tiers,5080.0
16292,01/07/2010,Canada,Discount Stickers,Kaggle Tiers,5240.0
16382,02/07/2010,Canada,Discount Stickers,Kaggle Tiers,5990.0
16472,03/07/2010,Canada,Discount Stickers,Kaggle Tiers,5700.0
16562,04/07/2010,Canada,Discount Stickers,Kaggle Tiers,6920.0
16652,05/07/2010,Canada,Discount Stickers,Kaggle Tiers,6070.0
16742,06/07/2010,Canada,Discount Stickers,Kaggle Tiers,5740.0
16832,07/07/2010,Canada,Discount Stickers,Kaggle Tiers,5480.0
16922,08/07/2010,Canada,Discount Stickers,Kaggle Tiers,5410.0
17012,09/07/2010,Canada,Discount Stickers,Kaggle Tiers,5110.0
17102,10/07/2010,Canada,Discount Stickers,Kaggle Tiers,5990.0
17192,11/07/2010,Canada,Discount Stickers,Kaggle Tiers,5900.0
17282,12/07/2010,Canada,Discount Stickers,Kaggle Tiers,5120.0
17372,13/07/2010,Canada,Discount Stickers,Kaggle Tiers,5140.0
17462,14/07/2010,Canada,Discount Stickers,Kaggle Tiers,5250.0
17552,15/07/2010,Canada,Discount Stickers,Kaggle Tiers,5190.0
17642,16/07/2010,Canada,Discount Stickers,Kaggle Tiers,6160.0
17732,17/07/2010,Canada,Discount Stickers,Kaggle Tiers,5630.0
17822,18/07/2010,Canada,Discount Stickers,Kaggle Tiers,6780.0
17912,19/07/2010,Canada,Discount Stickers,Kaggle Tiers,5100.0
18002,20/07/2010,Canada,Discount Stickers,Kaggle Tiers,5470.0
18092,21/07/2010,Canada,Discount Stickers,Kaggle Tiers,5200.0
18182,22/07/2010,Canada,Discount Stickers,Kaggle Tiers,4860.0
18272,23/07/2010,Canada,Discount Stickers,Kaggle Tiers,5530.0
18362,24/07/2010,Canada,Discount Stickers,Kaggle Tiers,6010.0
18452,25/07/2010,Canada,Discount Stickers,Kaggle Tiers,6270.0
18542,26/07/2010,Canada,Discount Stickers,Kaggle Tiers,4940.0
18632,27/07/2010,Canada,Discount Stickers,Kaggle Tiers,5430.0
18722,28/07/2010,Canada,Discount Stickers,Kaggle Tiers,4920.0
18812,29/07/2010,Canada,Discount Stickers,Kaggle Tiers,5230.0
18902,30/07/2010,Canada,Discount Stickers,Kaggle Tiers,5490.0
18992,31/07/2010,Canada,Discount Stickers,Kaggle Tiers,5570.0
19082,01/08/2010,Canada,Discount Stickers,Kaggle Tiers,6680.0
19172,02/08/2010,Canada,Discount Stickers,Kaggle Tiers,5200.0
19262,03/08/2010,Canada,Discount Stickers,Kaggle Tiers,5390.0
19352,04/08/2010,Canada,Discount Stickers,Kaggle Tiers,5510.0
19442,05/08/2010,Canada,Discount Stickers,Kaggle Tiers,5150.0
19532,06/08/2010,Canada,Discount Stickers,Kaggle Tiers,5860.0
19622,07/08/2010,Canada,Discount Stickers,Kaggle Tiers,5520.0
19712,08/08/2010,Canada,Discount Stickers,Kaggle Tiers,6600.0
19802,09/08/2010,Canada,Discount Stickers,Kaggle Tiers,5230.0
19892,10/08/2010,Canada,Discount Stickers,Kaggle Tiers,5070.0
19982,11/08/2010,Canada,Discount Stickers,Kaggle Tiers,5450.0
20072,12/08/2010,Canada,Discount Stickers,Kaggle Tiers,5230.0
20162,13/08/2010,Canada,Discount Stickers,Kaggle Tiers,5170.0
20252,14/08/2010,Canada,Discount Stickers,Kaggle Tiers,5960.0
20342,15/08/2010,Canada,Discount Stickers,Kaggle Tiers,6480.0
20432,16/08/2010,Canada,Discount Stickers,Kaggle Tiers,4990.0
20522,17/08/2010,Canada,Discount Stickers,Kaggle Tiers,5090.0
20612,18/08/2010,Canada,Discount Stickers,Kaggle Tiers,5270.0
20702,19/08/2010,Canada,Discount Stickers,Kaggle Tiers,5280.0
20792,20/08/2010,Canada,Discount Stickers,Kaggle Tiers,5230.0
20882,21/08/2010,Canada,Discount Stickers,Kaggle Tiers,5750.0
20972,22/08/2010,Canada,Discount Stickers,Kaggle Tiers,6440.0
21062,23/08/2010,Canada,Discount Stickers,Kaggle Tiers,4980.0
21152,24/08/2010,Canada,Discount Stickers,Kaggle Tiers,5350.0
21242,25/08/2010,Canada,Discount Stickers,Kaggle Tiers,4900.0
21332,26/08/2010,Canada,Discount Stickers,Kaggle Tiers,4940.0
21422,27/08/2010,Canada,Discount Stickers,Kaggle Tiers,4930.0
21512,28/08/2010,Canada,Discount Stickers,Kaggle Tiers,6160.0
21602,29/08/2010,Canada,Discount Stickers,Kaggle Tiers,6960.0
21692,30/08/2010,Canada,Discount Stickers,Kaggle Tiers,5310.0
21782,31/08/2010,Canada,Discount Stickers,Kaggle Tiers,5520.0
21872,01/09/2010,Canada,Discount Stickers,Kaggle Tiers,5460.0
21962,02/09/2010,Canada,Discount Stickers,Kaggle Tiers,5580.0
22052,03/09/2010,Canada,Discount Stickers,Kaggle Tiers,5610.0
22142,04/09/2010,Canada,Discount Stickers,Kaggle Tiers,5570.0
22232,05/09/2010,Canada,Discount Stickers,Kaggle Tiers,6090.0
22322,06/09/2010,Canada,Discount Stickers,Kaggle Tiers,5200.0
22412,07/09/2010,Canada,Discount Stickers,Kaggle Tiers,5330.0
22502,08/09/2010,Canada,Discount Stickers,Kaggle Tiers,5480.0
22592,09/09/2010,Canada,Discount Stickers,Kaggle Tiers,5540.0
22682,10/09/2010,Canada,Discount Stickers,Kaggle Tiers,6010.0
22772,11/09/2010,Canada,Discount Stickers,Kaggle Tiers,6530.0
22862,12/09/2010,Canada,Discount Stickers,Kaggle Tiers,6910.0
22952,13/09/2010,Canada,Discount Stickers,Kaggle Tiers,5400.0
23042,14/09/2010,Canada,Discount Stickers,Kaggle Tiers,5060.0
23132,15/09/2010,Canada,Discount Stickers,Kaggle Tiers,5380.0
23222,16/09/2010,Canada,Discount Stickers,Kaggle Tiers,5010.0
23312,17/09/2010,Canada,Discount Stickers,Kaggle Tiers,5370.0
23402,18/09/2010,Canada,Discount Stickers,Kaggle Tiers,5530.0
23492,19/09/2010,Canada,Discount Stickers,Kaggle Tiers,6300.0
23582,20/09/2010,Canada,Discount Stickers,Kaggle Tiers,5140.0
23672,21/09/2010,Canada,Discount Stickers,Kaggle Tiers,5020.0
23762,22/09/2010,Canada,Discount Stickers,Kaggle Tiers,5030.0
23852,23/09/2010,Canada,Discount Stickers,Kaggle Tiers,5200.0
23942,24/09/2010,Canada,Discount Stickers,Kaggle Tiers,5150.0
24032,25/09/2010,Canada,Discount Stickers,Kaggle Tiers,5520.0
24122,26/09/2010,Canada,Discount Stickers,Kaggle Tiers,6400.0
24212,27/09/2010,Canada,Discount Stickers,Kaggle Tiers,4860.0
24302,28/09/2010,Canada,Discount Stickers,Kaggle Tiers,4940.0
24392,29/09/2010,Canada,Discount Stickers,Kaggle Tiers,5510.0
24482,30/09/2010,Canada,Discount Stickers,Kaggle Tiers,5320.0
24572,01/10/2010,Canada,Discount Stickers,Kaggle Tiers,5580.0
24662,02/10/2010,Canada,Discount Stickers,Kaggle Tiers,5960.0
24752,03/10/2010,Canada,Discount Stickers,Kaggle Tiers,6490.0
24842,04/10/2010,Canada,Discount Stickers,Kaggle Tiers,4600.0
24932,05/10/2010,Canada,Discount Stickers,Kaggle Tiers,5200.0
25022,06/10/2010,Canada,Discount Stickers,Kaggle Tiers,4390.0
25112,07/10/2010,Canada,Discount Stickers,Kaggle Tiers,4830.0
25202,08/10/2010,Canada,Discount Stickers,Kaggle Tiers,5060.0
25292,09/10/2010,Canada,Discount Stickers,Kaggle Tiers,5760.0
25382,10/10/2010,Canada,Discount Stickers,Kaggle Tiers,6210.0
25472,11/10/2010,Canada,Discount Stickers,Kaggle Tiers,5320.0
25562,12/10/2010,Canada,Discount Stickers,Kaggle Tiers,4810.0
25652,13/10/2010,Canada,Discount Stickers,Kaggle Tiers,5180.0
25742,14/10/2010,Canada,Discount Stickers,Kaggle Tiers,5080.0
25832,15/10/2010,Canada,Discount Stickers,Kaggle Tiers,5440.0
25922,16/10/2010,Canada,Discount Stickers,Kaggle Tiers,5860.0
26012,17/10/2010,Canada,Discount Stickers,Kaggle Tiers,5750.0
26102,18/10/2010,Canada,Discount Stickers,Kaggle Tiers,4720.0
26192,19/10/2010,Canada,Discount Stickers,Kaggle Tiers,5440.0
26282,20/10/2010,Canada,Discount Stickers,Kaggle Tiers,4870.0
26372,21/10/2010,Canada,Discount Stickers,Kaggle Tiers,5620.0
26462,22/10/2010,Canada,Discount Stickers,Kaggle Tiers,5640.0
26552,23/10/2010,Canada,Discount Stickers,Kaggle Tiers,5840.0
26642,24/10/2010,Canada,Discount Stickers,Kaggle Tiers,5840.0
26732,25/10/2010,Canada,Discount Stickers,Kaggle Tiers,5010.0
26822,26/10/2010,Canada,Discount Stickers,Kaggle Tiers,5260.0
26912,27/10/2010,Canada,Discount Stickers,Kaggle Tiers,5130.0
27002,28/10/2010,Canada,Discount Stickers,Kaggle Tiers,4920.0
27092,29/10/2010,Canada,Discount Stickers,Kaggle Tiers,5270.0
27182,30/10/2010,Canada,Discount Stickers,Kaggle Tiers,5620.0
27272,31/10/2010,Canada,Discount Stickers,Kaggle Tiers,6260.0
27362,01/11/2010,Canada,Discount Stickers,Kaggle Tiers,5070.0
27452,02/11/2010,Canada,Discount Stickers,Kaggle Tiers,4950.0
27542,03/11/2010,Canada,Discount Stickers,Kaggle Tiers,4870.0
27632,04/11/2010,Canada,Discount Stickers,Kaggle Tiers,5060.0
27722,05/11/2010,Canada,Discount Stickers,Kaggle Tiers,5170.0
27812,06/11/2010,Canada,Discount Stickers,Kaggle Tiers,5430.0
27902,07/11/2010,Canada,Discount Stickers,Kaggle Tiers,6020.0
27992,08/11/2010,Canada,Discount Stickers,Kaggle Tiers,5130.0
28082,09/11/2010,Canada,Discount Stickers,Kaggle Tiers,5110.0
28172,10/11/2010,Canada,Discount Stickers,Kaggle Tiers,4750.0
28262,11/11/2010,Canada,Discount Stickers,Kaggle Tiers,5060.0
28352,12/11/2010,Canada,Discount Stickers,Kaggle Tiers,5320.0
28442,13/11/2010,Canada,Discount Stickers,Kaggle Tiers,6080.0
28532,14/11/2010,Canada,Discount Stickers,Kaggle Tiers,5750.0
28622,15/11/2010,Canada,Discount Stickers,Kaggle Tiers,5140.0
28712,16/11/2010,Canada,Discount Stickers,Kaggle Tiers,5130.0
28802,17/11/2010,Canada,Discount Stickers,Kaggle Tiers,5230.0
28892,18/11/2010,Canada,Discount Stickers,Kaggle Tiers,5480.0
28982,19/11/2010,Canada,Discount Stickers,Kaggle Tiers,5310.0
29072,20/11/2010,Canada,Discount Stickers,Kaggle Tiers,5850.0
29162,21/11/2010,Canada,Discount Stickers,Kaggle Tiers,6010.0
29252,22/11/2010,Canada,Discount Stickers,Kaggle Tiers,5040.0
29342,23/11/2010,Canada,Discount Stickers,Kaggle Tiers,5760.0
29432,24/11/2010,Canada,Discount Stickers,Kaggle Tiers,4960.0
29522,25/11/2010,Canada,Discount Stickers,Kaggle Tiers,5280.0
29612,26/11/2010,Canada,Discount Stickers,Kaggle Tiers,4990.0
29702,27/11/2010,Canada,Discount Stickers,Kaggle Tiers,5490.0
29792,28/11/2010,Canada,Discount Stickers,Kaggle Tiers,6340.0
29882,29/11/2010,Canada,Discount Stickers,Kaggle Tiers,5560.0
29972,30/11/2010,Canada,Discount Stickers,Kaggle Tiers,5170.0
30062,01/12/2010,Canada,Discount Stickers,Kaggle Tiers,5400.0
30152,02/12/2010,Canada,Discount Stickers,Kaggle Tiers,4790.0
30242,03/12/2010,Canada,Discount Stickers,Kaggle Tiers,5400.0
30332,04/12/2010,Canada,Discount Stickers,Kaggle Tiers,5530.0
30422,05/12/2010,Canada,Discount Stickers,Kaggle Tiers,6530.0
30512,06/12/2010,Canada,Discount Stickers,Kaggle Tiers,5200.0
30602,07/12/2010,Canada,Discount Stickers,Kaggle Tiers,4900.0
30692,08/12/2010,Canada,Discount Stickers,Kaggle Tiers,5310.0
30782,09/12/2010,Canada,Discount Stickers,Kaggle Tiers,4770.0
30872,10/12/2010,Canada,Discount Stickers,Kaggle Tiers,5520.0
30962,11/12/2010,Canada,Discount Stickers,Kaggle Tiers,5690.0
31052,12/12/2010,Canada,Discount Stickers,Kaggle Tiers,6640.0
31142,13/12/2010,Canada,Discount Stickers,Kaggle Tiers,4880.0
31232,14/12/2010,Canada,Discount Stickers,Kaggle Tiers,4530.0
31322,15/12/2010,Canada,Discount Stickers,Kaggle Tiers,5470.0
31412,16/12/2010,Canada,Discount Stickers,Kaggle Tiers,5350.0
31502,17/12/2010,Canada,Discount Stickers,Kaggle Tiers,5110.0
31592,18/12/2010,Canada,Discount Stickers,Kaggle Tiers,6100.0
31682,19/12/2010,Canada,Discount Stickers,Kaggle Tiers,5840.0
31772,20/12/2010,Canada,Discount Stickers,Kaggle Tiers,4820.0
31862,21/12/2010,Canada,Discount Stickers,Kaggle Tiers,5270.0
31952,22/12/2010,Canada,Discount Stickers,Kaggle Tiers,5300.0
32042,23/12/2010,Canada,Discount Stickers,Kaggle Tiers,5350.0
32132,24/12/2010,Canada,Discount Stickers,Kaggle Tiers,5310.0
32222,25/12/2010,Canada,Discount Stickers,Kaggle Tiers,6310.0
32312,26/12/2010,Canada,Discount Stickers,Kaggle Tiers,6470.0
32402,27/12/2010,Canada,Discount Stickers,Kaggle Tiers,5710.0
32492,28/12/2010,Canada,Discount Stickers,Kaggle Tiers,6490.0
32582,29/12/2010,Canada,Discount Stickers,Kaggle Tiers,6740.0
32672,30/12/2010,Canada,Discount Stickers,Kaggle Tiers,6600.0
32762,31/12/2010,Canada,Discount Stickers,Kaggle Tiers,7510.0
32852,01/01/2011,Canada,Discount Stickers,Kaggle Tiers,8280.0
32942,02/01/2011,Canada,Discount Stickers,Kaggle Tiers,8520.0
33032,03/01/2011,Canada,Discount Stickers,Kaggle Tiers,6490.0
33122,04/01/2011,Canada,Discount Stickers,Kaggle Tiers,6040.0
33212,05/01/2011,Canada,Discount Stickers,Kaggle Tiers,6310.0
33302,06/01/2011,Canada,Discount Stickers,Kaggle Tiers,6430.0
33392,07/01/2011,Canada,Discount Stickers,Kaggle Tiers,7020.0
33482,08/01/2011,Canada,Discount Stickers,Kaggle Tiers,6720.0
33572,09/01/2011,Canada,Discount Stickers,Kaggle Tiers,8250.0
33662,10/01/2011,Canada,Discount Stickers,Kaggle Tiers,5920.0
33752,11/01/2011,Canada,Discount Stickers,Kaggle Tiers,5590.0
33842,12/01/2011,Canada,Discount Stickers,Kaggle Tiers,6040.0
